Constituency_No,Year,Position,Sex,Party,Votes,Age,Candidate_Type,Constituency_Name,Constituency_Type,Vote_Share_Percentage,Margin,Margin_Percentage,Incumbent
251,1985,3,m,IND,1788,48.6,gen,PUNE CANTONMENT,GEN,1.92,1356,1.45,False
252,1985,1,m,ICS,36994,48.6,gen,SHIRUR,GEN,51.82,4114,5.76,False
252,1985,2,m,INC,32880,48.6,gen,SHIRUR,GEN,46.06,32090,44.95,False
252,1985,3,m,IND,790,48.6,gen,SHIRUR,GEN,1.11,236,0.33,False
253,1985,1,f,ICS,33408,48.6,gen,DAUND,GEN,43.3,7993,10.36,False
253,1985,2,m,INC,25415,48.6,gen,DAUND,GEN,32.94,9291,12.04,False
253,1985,3,m,IND,16124,48.6,gen,DAUND,GEN,20.9,14781,19.16,False
254,1985,1,m,INC,45511,48.6,gen,INDAPUR,GEN,50.78,4898,5.47,False
254,1985,2,m,ICS,40613,48.6,gen,INDAPUR,GEN,45.32,38680,43.16,False
254,1985,3,m,IND,1933,48.6,gen,INDAPUR,GEN,2.16,907,1.01,False
255,1985,1,m,ICS,53545,48.6,gen,BARAMATI,GEN,58.66,18044,19.77,True
255,1985,2,m,INC,35501,48.6,gen,BARAMATI,GEN,38.89,34609,37.92,False
255,1985,3,m,IND,892,48.6,gen,BARAMATI,GEN,0.98,442,0.48,False
256,1985,1,m,JNP,46712,48.6,gen,PURANDHAR,GEN,57.74,18796,23.23,False
256,1985,2,m,INC,27916,48.6,gen,PURANDHAR,GEN,34.5,24202,29.91,False
256,1985,3,m,IND,3714,48.6,gen,PURANDHAR,GEN,4.59,2311,2.86,False
257,1985,1,m,INC,52038,48.6,gen,BHOR,GEN,67.15,27843,35.93,True
257,1985,2,m,ICS,24195,48.6,gen,BHOR,GEN,31.22,22934,29.59,False
257,1985,3,m,IND,1261,48.6,gen,BHOR,GEN,1.63,0,0.0,False
258,1985,1,m,IND,46763,48.6,gen,PHALTAN,GEN,51.96,10771,11.97,True
258,1985,2,m,ICS,35992,48.6,gen,PHALTAN,GEN,39.99,29397,32.67,False
258,1985,3,m,INC,6595,48.6,gen,PHALTAN,GEN,7.33,6037,6.71,False
259,1985,1,m,ICS,41092,48.6,gen,MAN,SC,54.17,8579,11.31,True
259,1985,2,m,INC,32513,48.6,gen,MAN,SC,42.86,31265,41.22,False
259,1985,3,m,IND,1248,48.6,gen,MAN,SC,1.65,843,1.11,False
260,1985,1,m,IND,39267,48.6,gen,KHATAV,GEN,44.6,7647,8.69,False
260,1985,2,m,INC,31620,48.6,gen,KHATAV,GEN,35.92,17375,19.74,True
260,1985,3,m,ICS,14245,48.6,gen,KHATAV,GEN,16.18,11752,13.35,False
261,1985,1,m,INC,48049,48.6,gen,KOREGAON,GEN,58.69,14884,18.18,True
261,1985,2,m,ICS,33165,48.6,gen,KOREGAON,GEN,40.51,32511,39.71,False
261,1985,3,m,IND,654,48.6,gen,KOREGAON,GEN,0.8,0,0.0,False
262,1985,1,m,INC,38074,48.6,gen,WAI,GEN,50.03,843,1.11,False
262,1985,2,m,ICS,37231,48.6,gen,WAI,GEN,48.92,36596,48.09,False
262,1985,3,m,IND,635,48.6,gen,WAI,GEN,0.83,472,0.62,False
263,1985,1,m,INC,43057,48.6,gen,JAOLI,GEN,54.52,18628,23.59,True
263,1985,2,m,IND,24429,48.6,gen,JAOLI,GEN,30.93,16441,20.82,False
263,1985,3,m,BJP,7988,48.6,gen,JAOLI,GEN,10.11,5539,7.01,False
264,1985,1,m,INC,60677,48.6,gen,SATARA,GEN,68.45,33923,38.27,True
264,1985,2,m,ICS,26754,48.6,gen,SATARA,GEN,30.18,26291,29.66,False
264,1985,3,m,IND,463,48.6,gen,SATARA,GEN,0.52,106,0.12,False
265,1985,1,m,ICS,48873,48.6,gen,PATAN,GEN,56.52,11943,13.81,False
265,1985,2,m,INC,36930,48.6,gen,PATAN,GEN,42.71,36267,41.94,True
265,1985,3,m,IND,663,48.6,gen,PATAN,GEN,0.77,0,0.0,False
266,1985,1,m,ICS,48134,48.6,gen,KARAD NORTH,GEN,53.44,7156,7.94,False
266,1985,2,m,INC,40978,48.6,gen,KARAD NORTH,GEN,45.5,40020,44.43,True
266,1985,3,m,RPI,958,48.6,gen,KARAD NORTH,GEN,1.06,0,0.0,False
267,1985,1,m,INC,54159,48.6,gen,KARAD SOUTH,GEN,55.45,11769,12.05,True
267,1985,2,m,ICS,42390,48.6,gen,KARAD SOUTH,GEN,43.4,41718,42.71,False
267,1985,3,m,IND,672,48.6,gen,KARAD SOUTH,GEN,0.69,225,0.23,False
268,1985,1,m,INC,59271,48.6,gen,SHIRALA,GEN,63.47,25157,26.94,True
268,1985,2,m,ICS,34114,48.6,gen,SHIRALA,GEN,36.53,0,0.0,False
269,1985,1,m,IND,47970,48.6,gen,WALVA,GEN,48.81,7354,7.48,False
269,1985,2,m,INC,40616,48.6,gen,WALVA,GEN,41.33,31848,32.4,False
269,1985,3,m,PWP,8768,48.6,gen,WALVA,GEN,8.92,8430,8.58,False
270,1985,1,m,IND,63865,48.6,gen,BHILWADI WANGI,GEN,63.3,30165,29.9,False
270,1985,2,m,INC,33700,48.6,gen,BHILWADI WANGI,GEN,33.4,31824,31.54,True
270,1985,3,m,PWP,1876,48.6,gen,BHILWADI WANGI,GEN,1.86,730,0.72,False
271,1985,1,m,INC,51636,48.6,gen,SANGLI,GEN,69.06,29585,39.57,False
271,1985,2,m,ICS,22051,48.6,gen,SANGLI,GEN,29.49,21245,28.42,False
271,1985,3,m,IND,806,48.6,gen,SANGLI,GEN,1.08,533,0.71,False
272,1985,1,m,INC,36815,48.6,gen,MIRAJ,GEN,45.15,14584,17.88,True
272,1985,2,m,JNP,22231,48.6,gen,MIRAJ,GEN,27.26,9211,11.3,False
272,1985,3,m,IND,13020,48.6,gen,MIRAJ,GEN,15.97,3985,4.89,False
273,1985,1,m,INC,47722,48.6,gen,TASGAON,GEN,81.43,36837,62.85,True
273,1985,2,m,IND,10885,48.6,gen,TASGAON,GEN,18.57,0,0.0,False
274,1985,1,m,INC,48659,48.6,gen,KHANAPUR ATPADI,GEN,54.18,8042,8.95,False
274,1985,2,m,ICS,40617,48.6,gen,KHANAPUR ATPADI,GEN,45.23,40304,44.88,True
274,1985,3,m,IND,313,48.6,gen,KHANAPUR ATPADI,GEN,0.35,96,0.11,False
275,1985,1,m,INC,38497,48.6,gen,KAVATHE MAHANKAL,GEN,48.72,7070,8.95,True
275,1985,2,m,JNP,31427,48.6,gen,KAVATHE MAHANKAL,GEN,39.77,23016,29.13,False
275,1985,3,m,IND,8411,48.6,gen,KAVATHE MAHANKAL,GEN,10.64,7997,10.12,False
276,1985,1,m,INC,34992,48.6,gen,JAT,SC,82.96,27806,65.93,False
276,1985,2,m,PWP,7186,48.6,gen,JAT,SC,17.04,0,0.0,False
277,1985,1,f,INC,49103,48.6,gen,SHIROL,GEN,53.34,10532,11.44,False
277,1985,2,m,PWP,38571,48.6,gen,SHIROL,GEN,41.9,34916,37.93,True
277,1985,3,m,IND,3655,48.6,gen,SHIROL,GEN,3.97,3361,3.65,False
278,1985,1,m,INC,51791,48.6,gen,ICHALKARANJI,GEN,44.82,19547,16.92,False
278,1985,2,m,CPM,32244,48.6,gen,ICHALKARANJI,GEN,27.9,14211,12.3,False
278,1985,3,m,IND,18033,48.6,gen,ICHALKARANJI,GEN,15.61,6429,5.56,False
279,1985,1,m,INC,39697,48.6,gen,VADGAON,SC,60.05,21643,32.74,True
279,1985,2,m,ICS,18054,48.6,gen,VADGAON,SC,27.31,12828,19.4,False
279,1985,3,f,IND,5226,48.6,gen,VADGAON,SC,7.91,3757,5.68,False
280,1985,1,m,IND,44771,48.6,gen,SHAHUWADI,GEN,51.3,4300,4.93,False
280,1985,2,m,INC,40471,48.6,gen,SHAHUWADI,GEN,46.37,38435,44.04,True
280,1985,3,m,PWP,2036,48.6,gen,SHAHUWADI,GEN,2.33,0,0.0,False
281,1985,1,m,INC,42640,48.6,gen,PANHALA,GEN,55.59,14879,19.4,True
281,1985,2,m,ICS,27761,48.6,gen,PANHALA,GEN,36.19,24138,31.47,False
281,1985,3,m,IND,3623,48.6,gen,PANHALA,GEN,4.72,2313,3.02,False
282,1985,1,m,PWP,47270,48.6,gen,SANGRUL,GEN,50.3,724,0.77,False
282,1985,2,m,INC,46546,48.6,gen,SANGRUL,GEN,49.53,46383,49.35,True
282,1985,3,m,IND,163,48.6,gen,SANGRUL,GEN,0.17,0,0.0,False
283,1985,1,m,ICS,37002,48.6,gen,RADHANAGARI,GEN,40.66,3976,4.37,False
283,1985,2,m,IND,33026,48.6,gen,RADHANAGARI,GEN,36.29,19320,21.23,False
283,1985,3,f,INC,13706,48.6,gen,RADHANAGARI,GEN,15.06,9683,10.64,False
284,1985,1,m,PWP,34986,48.6,gen,KOLHAPUR,GEN,52.9,12846,19.42,False
284,1985,2,m,INC,22140,48.6,gen,KOLHAPUR,GEN,33.48,20046,30.31,True
284,1985,3,m,IND,2094,48.6,gen,KOLHAPUR,GEN,3.17,431,0.65,False
285,1985,1,m,INC,46531,48.6,gen,KARVIR,GEN,54.38,15772,18.43,True
285,1985,2,m,ICS,30759,48.6,gen,KARVIR,GEN,35.95,23298,27.23,False
285,1985,3,m,IND,7461,48.6,gen,KARVIR,GEN,8.72,6848,8.0,False
286,1985,1,m,ICS,46298,48.6,gen,KAGAL,GEN,49.86,231,0.25,False
286,1985,2,m,INC,46067,48.6,gen,KAGAL,GEN,49.61,45569,49.07,True
286,1985,3,m,IND,498,48.6,gen,KAGAL,GEN,0.54,0,0.0,False
287,1985,1,m,JNP,52285,48.6,gen,GADHINGLAJ,GEN,58.53,17008,19.04,False
287,1985,2,m,INC,35277,48.6,gen,GADHINGLAJ,GEN,39.49,33971,38.03,True
287,1985,3,m,IND,1306,48.6,gen,GADHINGLAJ,GEN,1.46,851,0.95,False
288,1985,1,m,INC,33232,48.6,gen,CHANDGAD,GEN,35.16,2845,3.01,True
288,1985,2,m,IND,30387,48.6,gen,CHANDGAD,GEN,32.15,290,0.31,False
288,1985,3,m,ICS,30097,48.6,gen,CHANDGAD,GEN,31.85,29627,31.35,False
1,1980,1,m,INC(I),21156,48.6,gen,SAWANTWADI,GEN,49.35,4698,10.96,False
1,1980,2,m,JNP(JP),16458,48.6,gen,SAWANTWADI,GEN,38.39,11202,26.13,True
1,1980,3,m,BJP,5256,48.6,gen,SAWANTWADI,GEN,12.26,0,0.0,False
2,1980,1,m,INC(I),16528,48.6,gen,VENGURLA,GEN,46.73,612,1.73,False
2,1980,2,m,JNP(JP),15916,48.6,gen,VENGURLA,GEN,45.0,13788,38.99,False
2,1980,3,m,IND,2128,48.6,gen,VENGURLA,GEN,6.02,1333,3.77,False
3,1980,1,m,INC(I),14591,48.6,gen,MALWAN,GEN,40.87,2882,8.07,False
3,1980,2,m,JNP(JP),11709,48.6,gen,MALWAN,GEN,32.79,4722,13.23,False
3,1980,3,m,IND,6987,48.6,gen,MALWAN,GEN,19.57,5818,16.3,False
4,1980,1,m,INC(I),16423,48.6,gen,DEVGAD,GEN,35.94,2258,4.94,False
4,1980,2,m,BJP,14165,48.6,gen,DEVGAD,GEN,31.0,2151,4.71,False
4,1980,3,m,INC(U),12014,48.6,gen,DEVGAD,GEN,26.29,8918,19.52,False
5,1980,1,m,JNP(JP),17875,48.6,gen,RAJAPUR,GEN,39.6,4010,8.88,False
5,1980,2,m,INC(I),13865,48.6,gen,RAJAPUR,GEN,30.72,1600,3.54,False
5,1980,3,m,IND,12265,48.6,gen,RAJAPUR,GEN,27.17,11134,24.67,False
6,1980,1,f,BJP,16996,48.6,gen,RATNAGIRI,GEN,34.26,513,1.03,True
6,1980,2,m,INC(I),16483,48.6,gen,RATNAGIRI,GEN,33.23,10120,20.4,False
6,1980,3,m,IND,6363,48.6,gen,RATNAGIRI,GEN,12.83,1541,3.11,False
7,1980,1,m,JNP(JP),27252,48.6,gen,SANGAUMESHWAR,GEN,61.61,16829,38.05,True
7,1980,2,f,INC(I),10423,48.6,gen,SANGAUMESHWAR,GEN,23.56,5434,12.29,False
7,1980,3,m,BJP,4989,48.6,gen,SANGAUMESHWAR,GEN,11.28,3422,7.74,False
8,1980,1,m,INC(I),25767,48.6,gen,GUHAGAR,GEN,48.21,226,0.42,False
8,1980,2,m,BJP,25541,48.6,gen,GUHAGAR,GEN,47.79,23401,43.78,True
8,1980,3,m,IND,2140,48.6,gen,GUHAGAR,GEN,4.0,0,0.0,False
9,1980,1,m,JNP(JP),22245,48.6,gen,CHIPLUN,GEN,43.7,6905,13.57,False
9,1980,2,m,INC(I),15340,48.6,gen,CHIPLUN,GEN,30.14,2230,4.38,False
9,1980,3,m,IND,13110,48.6,gen,CHIPLUN,GEN,25.75,12902,25.35,False
10,1980,1,m,INC(I),24334,48.6,gen,KHED,GEN,57.56,9489,22.45,False
10,1980,2,m,JNP(JP),14845,48.6,gen,KHED,GEN,35.12,12240,28.95,True
10,1980,3,m,INC(U),2605,48.6,gen,KHED,GEN,6.16,2274,5.38,False
11,1980,1,m,JNP(JP),25130,48.6,gen,DAPOLI,GEN,47.3,1385,2.61,True
11,1980,2,m,INC(I),23745,48.6,gen,DAPOLI,GEN,44.7,19494,36.69,False
11,1980,3,m,IND,4251,48.6,gen,DAPOLI,GEN,8.0,0,0.0,False
12,1980,1,m,INC(I),22879,48.6,gen,MAHAD,GEN,39.84,8844,15.4,False
12,1980,2,m,JNP(JP),14035,48.6,gen,MAHAD,GEN,24.44,2377,4.14,False
12,1980,3,m,IND,11658,48.6,gen,MAHAD,GEN,20.3,5916,10.3,False
13,1980,1,m,INC(I),36157,48.6,gen,SHRIWARDHAN,GEN,62.35,15328,26.43,False
13,1980,2,m,JNP(JP),20829,48.6,gen,SHRIWARDHAN,GEN,35.92,19821,34.18,False
13,1980,3,m,BJP,1008,48.6,gen,SHRIWARDHAN,GEN,1.74,0,0.0,False
14,1980,1,m,JNP(JP),26662,48.6,gen,MANGAON,GEN,48.98,1369,2.52,False
14,1980,2,m,INC(I),25293,48.6,gen,MANGAON,GEN,46.47,23980,44.06,False
14,1980,3,m,IND,1313,48.6,gen,MANGAON,GEN,2.41,702,1.29,False
15,1980,1,m,PWP,36996,48.6,gen,PEN,GEN,61.82,15345,25.64,False
15,1980,2,m,INC(I),21651,48.6,gen,PEN,GEN,36.18,20878,34.89,False
15,1980,3,m,IND,773,48.6,gen,PEN,GEN,1.29,348,0.58,False
16,1980,1,m,PWP,41191,48.6,gen,ALIBAG,GEN,67.73,21568,35.47,True
16,1980,2,m,INC(I),19623,48.6,gen,ALIBAG,GEN,32.27,0,0.0,False
17,1980,1,m,PWP,29819,48.6,gen,PANVEL,GEN,50.83,2017,3.44,False
17,1980,2,m,INC(I),27802,48.6,gen,PANVEL,GEN,47.39,27317,46.57,False
17,1980,3,m,IND,485,48.6,gen,PANVEL,GEN,0.83,193,0.33,False
18,1980,1,m,INC(I),23635,48.6,gen,KHALAPUR,GEN,42.04,7437,13.23,False
18,1980,2,m,INC(U),16198,48.6,gen,KHALAPUR,GEN,28.81,6808,12.11,True
18,1980,3,m,PWP,9390,48.6,gen,KHALAPUR,GEN,16.7,4660,8.29,False
19,1980,1,m,INC(I),17091,48.6,gen,COLABA,GEN,49.98,6544,19.14,False
19,1980,2,m,BJP,10547,48.6,gen,COLABA,GEN,30.85,4107,12.01,False
19,1980,3,m,JNP(JP),6440,48.6,gen,COLABA,GEN,18.83,6325,18.5,True
20,1980,1,m,INC(I),15290,48.6,gen,UMARKHADI,GEN,46.37,5401,16.38,False
20,1980,2,m,BJP,9889,48.6,gen,UMARKHADI,GEN,29.99,2855,8.66,False
20,1980,3,m,MUL,7034,48.6,gen,UMARKHADI,GEN,21.33,6422,19.47,False
21,1980,1,m,BJP,15643,48.6,gen,MUMBADEVI,GEN,44.88,778,2.23,False
21,1980,2,m,INC(I),14865,48.6,gen,MUMBADEVI,GEN,42.65,10655,30.57,False
21,1980,3,m,JNP(JP),4210,48.6,gen,MUMBADEVI,GEN,12.08,4074,11.69,True
22,1980,1,m,BJP,18475,48.6,gen,KHETWADI,GEN,47.0,140,0.36,False
22,1980,2,m,INC(I),18335,48.6,gen,KHETWADI,GEN,46.65,16670,42.41,False
22,1980,3,m,JNP(JP),1665,48.6,gen,KHETWADI,GEN,4.24,981,2.5,False
23,1980,1,f,BJP,24113,48.6,gen,OPERA HOUSE,GEN,61.33,9252,23.53,True
23,1980,2,m,INC(I),14861,48.6,gen,OPERA HOUSE,GEN,37.8,14520,36.93,False
23,1980,3,m,IND,341,48.6,gen,OPERA HOUSE,GEN,0.87,0,0.0,False
24,1980,1,m,INC(I),19464,48.6,gen,MALBAR HILL,GEN,43.27,890,1.98,False
24,1980,2,m,BJP,18574,48.6,gen,MALBAR HILL,GEN,41.29,12727,28.29,False
24,1980,3,m,JNP(JP),5847,48.6,gen,MALBAR HILL,GEN,13.0,4996,11.11,False
25,1980,1,m,INC(I),17512,48.6,gen,CHINCHPOKLI,GEN,51.66,8149,24.04,False
25,1980,2,m,IND,9363,48.6,gen,CHINCHPOKLI,GEN,27.62,3643,10.75,False
25,1980,3,m,IND,5720,48.6,gen,CHINCHPOKLI,GEN,16.87,4416,13.03,False
26,1980,1,m,INC(I),17975,48.6,gen,NAGPADA,GEN,58.01,11305,36.48,False
26,1980,2,m,JNP(JP),6670,48.6,gen,NAGPADA,GEN,21.53,598,1.93,False
26,1980,3,m,MUL,6072,48.6,gen,NAGPADA,GEN,19.6,5803,18.73,False
27,1980,1,m,INC(I),19327,48.6,gen,MAZGAON,GEN,43.21,8788,19.65,False
27,1980,2,m,BJP,10539,48.6,gen,MAZGAON,GEN,23.56,2184,4.88,False
27,1980,3,m,INC(U),8355,48.6,gen,MAZGAON,GEN,18.68,1847,4.13,False
28,1980,1,m,INC(I),29570,48.6,gen,PAREL,GEN,54.44,4820,8.87,False
28,1980,2,m,JNP(JP),24750,48.6,gen,PAREL,GEN,45.56,0,0.0,False
29,1980,1,m,INC(I),32874,48.6,gen,SHIVADI,GEN,64.05,15525,30.25,False
29,1980,2,m,IND,17349,48.6,gen,SHIVADI,GEN,33.8,16595,32.33,False
29,1980,3,m,IND,754,48.6,gen,SHIVADI,GEN,1.47,403,0.79,False
30,1980,1,m,INC(I),24841,48.6,gen,WORLI,GEN,50.33,10038,20.34,False
30,1980,2,m,CPM,14803,48.6,gen,WORLI,GEN,29.99,5994,12.14,False
30,1980,3,m,BJP,8809,48.6,gen,WORLI,GEN,17.85,8167,16.55,False
31,1980,1,m,INC(I),28784,48.6,gen,NAIGAUM,GEN,53.2,12160,22.48,False
31,1980,2,m,JNP(JP),16624,48.6,gen,NAIGAUM,GEN,30.73,8095,14.96,True
31,1980,3,m,INC(U),8529,48.6,gen,NAIGAUM,GEN,15.76,8362,15.46,False
32,1980,1,f,INC(I),18421,48.6,gen,DADAR,GEN,33.43,3661,6.64,False
32,1980,2,m,CPI,14760,48.6,gen,DADAR,GEN,26.79,3965,7.2,False
32,1980,3,m,JNP(JP),10795,48.6,gen,DADAR,GEN,19.59,892,1.62,False
33,1980,1,m,INC(I),22186,48.6,gen,MATUNGA,GEN,44.08,6792,13.5,False
33,1980,2,m,BJP,15394,48.6,gen,MATUNGA,GEN,30.59,5196,10.32,False
33,1980,3,m,JNP(JP),10198,48.6,gen,MATUNGA,GEN,20.26,7864,15.63,True
34,1980,1,m,JNP(JP),25254,48.6,gen,MAHIM,GEN,52.25,2171,4.49,True
34,1980,2,m,INC(I),23083,48.6,gen,MAHIM,GEN,47.75,0,0.0,False
35,1980,1,m,INC(I),27971,48.6,gen,DHARAVI,SC,53.01,16470,31.21,False
35,1980,2,m,CPM,11501,48.6,gen,DHARAVI,SC,21.8,307,0.58,True
35,1980,3,m,BJP,11194,48.6,gen,DHARAVI,SC,21.21,10662,20.21,False
36,1980,1,m,INC(I),22440,48.6,gen,BANDRA,GEN,48.02,7454,15.95,False
36,1980,2,m,JNP(JP),14986,48.6,gen,BANDRA,GEN,32.07,6153,13.17,False
36,1980,3,m,BJP,8833,48.6,gen,BANDRA,GEN,18.9,8541,18.28,False
37,1980,1,m,INC(I),21765,48.6,gen,KHERWADI,GEN,43.72,3904,7.84,False
37,1980,2,m,BJP,17861,48.6,gen,KHERWADI,GEN,35.88,13565,27.25,True
37,1980,3,m,INC(U),4296,48.6,gen,KHERWADI,GEN,8.63,616,1.24,False
38,1980,1,m,JNP(JP),24215,48.6,gen,VILEPARLE,GEN,56.66,6148,14.39,True
38,1980,2,m,INC(I),18067,48.6,gen,VILEPARLE,GEN,42.27,17611,41.21,False
38,1980,3,m,JNP(SR),456,48.6,gen,VILEPARLE,GEN,1.07,0,0.0,False
39,1980,1,m,INC(I),26572,48.6,gen,AMBOLI,GEN,45.58,11306,19.39,False
39,1980,2,m,BJP,15266,48.6,gen,AMBOLI,GEN,26.19,3346,5.74,True
39,1980,3,m,JNP(JP),11920,48.6,gen,AMBOLI,GEN,20.45,8101,13.9,False
40,1980,1,m,INC(I),24928,48.6,gen,SANTACRUZ,GEN,50.28,12269,24.75,False
40,1980,2,m,BJP,12659,48.6,gen,SANTACRUZ,GEN,25.53,3754,7.57,False
40,1980,3,m,JNP(JP),8905,48.6,gen,SANTACRUZ,GEN,17.96,6905,13.93,False
41,1980,1,m,INC(I),25073,48.6,gen,ANDHERI,GEN,54.7,11790,25.72,False
41,1980,2,m,BJP,13283,48.6,gen,ANDHERI,GEN,28.98,8943,19.51,True
41,1980,3,m,JNP(JP),4340,48.6,gen,ANDHERI,GEN,9.47,3052,6.66,False
42,1980,1,m,INC(I),18535,48.6,gen,GOREGAON,GEN,38.36,1422,2.94,False
42,1980,2,m,BJP,17113,48.6,gen,GOREGAON,GEN,35.42,11264,23.31,False
42,1980,3,m,IND,5849,48.6,gen,GOREGAON,GEN,12.1,1042,2.16,False
43,1980,1,m,INC(I),22747,48.6,gen,MALAD,GEN,44.16,7775,15.09,False
43,1980,2,m,BJP,14972,48.6,gen,MALAD,GEN,29.06,8661,16.81,False
43,1980,3,m,JNP(JP),6311,48.6,gen,MALAD,GEN,12.25,2858,5.55,False
44,1980,1,m,INC(I),19763,48.6,gen,KANDIVALI,GEN,38.92,2871,5.65,False
44,1980,2,f,BJP,16892,48.6,gen,KANDIVALI,GEN,33.27,5092,10.03,False
44,1980,3,m,JNP(JP),11800,48.6,gen,KANDIVALI,GEN,23.24,10458,20.6,False
45,1980,1,m,BJP,34513,48.6,gen,BORIVALI,GEN,53.91,12694,19.83,True
45,1980,2,m,INC(I),21819,48.6,gen,BORIVALI,GEN,34.08,14748,23.04,False
45,1980,3,m,JNP(JP),7071,48.6,gen,BORIVALI,GEN,11.05,6817,10.65,False
46,1980,1,f,INC(I),27963,48.6,gen,TROMBAY,GEN,44.63,7537,12.03,False
46,1980,2,m,BJP,20426,48.6,gen,TROMBAY,GEN,32.6,13082,20.88,False
46,1980,3,m,INC(U),7344,48.6,gen,TROMBAY,GEN,11.72,1039,1.66,False
47,1980,1,m,BJP,24810,48.6,gen,CHEMBUR,GEN,45.17,3522,6.41,True
47,1980,2,m,INC(I),21288,48.6,gen,CHEMBUR,GEN,38.76,13066,23.79,False
47,1980,3,m,RPI,8222,48.6,gen,CHEMBUR,GEN,14.97,7863,14.32,False
48,1980,1,m,INC(I),21276,48.6,gen,NEHRUNAGAR,GEN,44.98,3111,6.58,False
48,1980,2,m,JNP(JP),18165,48.6,gen,NEHRUNAGAR,GEN,38.4,15791,33.38,False
48,1980,3,m,JNP(SR),2374,48.6,gen,NEHRUNAGAR,GEN,5.02,255,0.54,True
49,1980,1,m,IND,29410,48.6,gen,KURLA,GEN,42.53,7027,10.16,False
49,1980,2,f,INC(I),22383,48.6,gen,KURLA,GEN,32.37,12865,18.61,False
49,1980,3,m,BJP,9518,48.6,gen,KURLA,GEN,13.77,4796,6.94,True
50,1980,1,m,INC(I),20331,48.6,gen,GHATKOPAR,GEN,33.27,2039,3.34,False
50,1980,2,m,BJP,18292,48.6,gen,GHATKOPAR,GEN,29.93,1503,2.46,False
50,1980,3,m,JNP(JP),16789,48.6,gen,GHATKOPAR,GEN,27.47,14391,23.55,True
51,1980,1,m,INC(I),24354,48.6,gen,BHANDUP,GEN,42.44,6399,11.15,False
51,1980,2,m,CPM,17955,48.6,gen,BHANDUP,GEN,31.29,3520,6.13,True
51,1980,3,m,BJP,14435,48.6,gen,BHANDUP,GEN,25.16,14017,24.43,False
52,1980,1,m,INC(I),27515,48.6,gen,MULUND,GEN,43.3,1405,2.21,False
52,1980,2,m,BJP,26110,48.6,gen,MULUND,GEN,41.09,21644,34.06,False
52,1980,3,m,JNP(JP),4466,48.6,gen,MULUND,GEN,7.03,1376,2.17,False
53,1980,1,m,INC(I),32186,48.6,gen,THANE,GEN,47.6,11496,17.0,False
53,1980,2,m,BJP,20690,48.6,gen,THANE,GEN,30.6,11723,17.34,True
53,1980,3,m,JNP(JP),8967,48.6,gen,THANE,GEN,13.26,5958,8.81,False
54,1980,1,m,INC(I),28688,48.6,gen,BELAPUR,GEN,58.65,19264,39.38,False
54,1980,2,m,BJP,9424,48.6,gen,BELAPUR,GEN,19.27,3480,7.11,False
54,1980,3,m,JNP(JP),5944,48.6,gen,BELAPUR,GEN,12.15,3900,7.97,True
55,1980,1,m,BJP,35198,48.6,gen,ULHASNAGAR,GEN,54.06,8894,13.66,True
55,1980,2,m,INC(I),26304,48.6,gen,ULHASNAGAR,GEN,40.4,24568,37.73,False
55,1980,3,m,RPK,1736,48.6,gen,ULHASNAGAR,GEN,2.67,524,0.8,False
56,1980,1,m,INC(I),31365,48.6,gen,AMBERNATH,GEN,47.08,3207,4.81,False
56,1980,2,m,BJP,28158,48.6,gen,AMBERNATH,GEN,42.27,24504,36.78,True
56,1980,3,m,IND,3654,48.6,gen,AMBERNATH,GEN,5.49,831,1.25,False
57,1980,1,m,BJP,39066,48.6,gen,KALYAN,GEN,56.03,11995,17.2,True
57,1980,2,m,INC(I),27071,48.6,gen,KALYAN,GEN,38.82,23964,34.37,False
57,1980,3,f,INC(U),3107,48.6,gen,KALYAN,GEN,4.46,2936,4.21,False
58,1980,1,m,INC(I),36422,48.6,gen,MURBAD,GEN,61.48,14411,24.33,True
58,1980,2,m,PWP,22011,48.6,gen,MURBAD,GEN,37.15,21562,36.4,False
58,1980,3,m,IND,449,48.6,gen,MURBAD,GEN,0.76,88,0.15,False
59,1980,1,m,INC(I),16874,48.6,gen,WADA,ST,40.71,1900,4.58,False
59,1980,2,m,BJP,14974,48.6,gen,WADA,ST,36.12,5368,12.95,False
59,1980,3,m,PWP,9606,48.6,gen,WADA,ST,23.17,0,0.0,True
60,1980,1,m,INC(I),36782,48.6,gen,BHIWANDI,GEN,49.33,3917,5.25,False
60,1980,2,m,JNP(JP),32865,48.6,gen,BHIWANDI,GEN,44.08,27953,37.49,True
60,1980,3,m,BJP,4912,48.6,gen,BHIWANDI,GEN,6.59,0,0.0,False
61,1980,1,f,INC(I),34627,48.6,gen,VASAI,GEN,50.55,6295,9.19,False
61,1980,2,m,JNP(JP),28332,48.6,gen,VASAI,GEN,41.36,22786,33.26,True
61,1980,3,m,BJP,5546,48.6,gen,VASAI,GEN,8.1,0,0.0,False
62,1980,1,m,INC(I),17956,48.6,gen,PALGHAR,ST,48.78,1227,3.33,False
62,1980,2,m,JNP(JP),16729,48.6,gen,PALGHAR,ST,45.45,14736,40.03,True
62,1980,3,m,BJP,1993,48.6,gen,PALGHAR,ST,5.41,1860,5.05,False
63,1980,1,m,INC(I),25522,48.6,gen,DAHANU,ST,57.64,6769,15.29,False
63,1980,2,m,CPM,18753,48.6,gen,DAHANU,ST,42.36,0,0.0,True
